Name,Price,Link
Adaptador Usb C Hdmi Usb Type-c Dex S8 S9 Mac Pro Air Nf Top,87,https://produto.mercadolivre.com.br/MLB-1581093465-adaptador-usb-c-hdmi-usb-type-c-dex-s8-s9-mac-pro-air-nf-top-_JM#position=31&search_layout=stack&type=item&tracking_id=e619f186-00b6-41a8-b70c-5a5067f5e43c
Adaptador Usb C P/ Lightning Para iPhone 13 12 11 X Xr Xs,21,https://produto.mercadolivre.com.br/MLB-2641546555-adaptador-usb-c-p-lightning-para-iphone-13-12-11-x-xr-xs-_JM#position=32&search_layout=stack&type=item&tracking_id=e619f186-00b6-41a8-b70c-5a5067f5e43c
Adaptador Plug Usb C Fêmea Para Usb 2.0 Macho Dados Android,11,https://produto.mercadolivre.com.br/MLB-2182099682-adaptador-plug-usb-c-fmea-para-usb-20-macho-dados-android-_JM#position=33&search_layout=stack&type=item&tracking_id=e619f186-00b6-41a8-b70c-5a5067f5e43c
Adaptador Plug Usb Tipo C Fêmea X Usb 3.0 Macho Otg Dados,6,https://produto.mercadolivre.com.br/MLB-1781127620-adaptador-plug-usb-tipo-c-fmea-x-usb-30-macho-otg-dados-_JM#position=34&search_layout=stack&type=item&tracking_id=e619f186-00b6-41a8-b70c-5a5067f5e43c
Adaptador Usb Para Usb C 3a Turbo Carregamento Ultra Rápido,8,https://produto.mercadolivre.com.br/MLB-2839417726-adaptador-usb-para-usb-c-3a-turbo-carregamento-ultra-rapido-_JM#position=35&search_layout=stack&type=item&tracking_id=e619f186-00b6-41a8-b70c-5a5067f5e43c
Adaptador Conversor Usb C Para Usb,47,https://produto.mercadolivre.com.br/MLB-2215690247-adaptador-conversor-usb-c-para-usb-_JM#position=36&search_layout=stack&type=item&tracking_id=e619f186-00b6-41a8-b70c-5a5067f5e43c
Adaptador Otg Usb Tipo C 3.1 Leitor De Cartão Micro Sd,4,https://produto.mercadolivre.com.br/MLB-1776239071-adaptador-otg-usb-tipo-c-31-leitor-de-carto-micro-sd-_JM#position=37&search_layout=stack&type=item&tracking_id=e619f186-00b6-41a8-b70c-5a5067f5e43c
Adaptador Micro Usb V8 Femea X Usb Tipo C Macho Para Samsung,5,https://produto.mercadolivre.com.br/MLB-2640022830-adaptador-micro-usb-v8-femea-x-usb-tipo-c-macho-para-samsung-_JM#position=38&search_layout=stack&type=item&tracking_id=e619f186-00b6-41a8-b70c-5a5067f5e43c
Adaptador iPhone 11 12 iPhone XR Adaptador Cabo Lightning,16,https://produto.mercadolivre.com.br/MLB-1936021801-adaptador-iphone-11-12-iphone-xr-adaptador-cabo-lightning-_JM#position=39&search_layout=stack&type=item&tracking_id=e619f186-00b6-41a8-b70c-5a5067f5e43c
Adaptador Tipo C Para P2 Samsung S20 S21 Fe Fone Jack 3.5mm,2,https://produto.mercadolivre.com.br/MLB-2835070150-adaptador-tipo-c-para-p2-samsung-s20-s21-fe-fone-jack-35mm-_JM#position=40&search_layout=stack&type=item&tracking_id=e619f186-00b6-41a8-b70c-5a5067f5e43c
Adaptador Usb 3.1 Type-c Para Usb 3.0 Femea Preto Cel Not,8,https://produto.mercadolivre.com.br/MLB-1305823812-adaptador-usb-31-type-c-para-usb-30-femea-preto-cel-not-_JM#position=41&search_layout=stack&type=item&tracking_id=e619f186-00b6-41a8-b70c-5a5067f5e43c
Cabo Otg Tipo C Adaptador Usb 3.0 Usb 3.0 Smartphone Pro Nfe,9,https://produto.mercadolivre.com.br/MLB-1992512999-cabo-otg-tipo-c-adaptador-usb-30-usb-30-smartphone-pro-nfe-_JM#position=42&search_layout=stack&type=item&tracking_id=e619f186-00b6-41a8-b70c-5a5067f5e43c
Adaptador Usb-c Para P2 Fones De Ouvido Original Samsung,79,https://produto.mercadolivre.com.br/MLB-2730464325-adaptador-usb-c-para-p2-fones-de-ouvido-original-samsung-_JM#position=43&search_layout=stack&type=item&tracking_id=e619f186-00b6-41a8-b70c-5a5067f5e43c
Adaptador Usb Tipo C Fêmea P/ Usb 2.0 Macho P/ iPhone 11 12,1,https://produto.mercadolivre.com.br/MLB-2182119080-adaptador-usb-tipo-c-fmea-p-usb-20-macho-p-iphone-11-12-_JM#position=44&search_layout=stack&type=item&tracking_id=e619f186-00b6-41a8-b70c-5a5067f5e43c
Adaptador Macho Usb Tipo C Para Fêmea Usb 3.0 5gbps,19,https://produto.mercadolivre.com.br/MLB-2832094142-adaptador-macho-usb-tipo-c-para-fmea-usb-30-5gbps-_JM#position=45&search_layout=stack&type=item&tracking_id=e619f186-00b6-41a8-b70c-5a5067f5e43c
Cabo Otg Tipo C Type C Pendrive Usb Fêmea Celular Smatphone ,0,https://produto.mercadolivre.com.br/MLB-1849314496-cabo-otg-tipo-c-type-c-pendrive-usb-fmea-celular-smatphone-_JM#position=46&search_layout=stack&type=item&tracking_id=e619f186-00b6-41a8-b70c-5a5067f5e43c
Adaptador Conversor Cabo Usb Tipo C P/ Lightning iPhone iPad,24,https://produto.mercadolivre.com.br/MLB-2726891821-adaptador-conversor-cabo-usb-tipo-c-p-lightning-iphone-ipad-_JM#position=47&search_layout=stack&type=item&tracking_id=e619f186-00b6-41a8-b70c-5a5067f5e43c
Adaptador Usb Tipo C Tipo C Duas Pontas Em L 90 Graus ,3,https://produto.mercadolivre.com.br/MLB-2156972268-adaptador-usb-tipo-c-tipo-c-duas-pontas-em-l-90-graus-_JM#position=48&search_layout=stack&type=item&tracking_id=e619f186-00b6-41a8-b70c-5a5067f5e43c
Adaptador Conversor Micro Usb Type B V8 Macho X Tipo C Femea,14,https://produto.mercadolivre.com.br/MLB-1852323768-adaptador-conversor-micro-usb-type-b-v8-macho-x-tipo-c-femea-_JM#position=49&search_layout=stack&type=item&tracking_id=e619f186-00b6-41a8-b70c-5a5067f5e43c
Adaptador Usb Tipo C 3.1 Leitor Cartão Sd P/ Celular Macbook,74,https://produto.mercadolivre.com.br/MLB-2814884116-adaptador-usb-tipo-c-31-leitor-carto-sd-p-celular-macbook-_JM#position=50&search_layout=stack&type=item&tracking_id=e619f186-00b6-41a8-b70c-5a5067f5e43c
